-3.500001,-3.500001,0.000000,0.000000,89.980217,0.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.543751,-3.499999,0.000000,0.000000,89.947662,0.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.537311,-3.500012,0.000000,90.000000,89.772720,-90.000320,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.530869,-3.500050,0.000000,89.999588,89.545868,-89.999748,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.524427,-3.500114,0.000000,90.000053,89.319298,-90.000130,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.517983,-3.500203,0.000000,90.000046,89.093452,-90.000069,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.511538,-3.500318,0.000000,90.000061,88.866676,-90.000061,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.505091,-3.500458,0.000000,90.000183,88.640160,-90.000145,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.498644,-3.500624,0.000000,90.000000,88.414650,-90.000031,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.492195,-3.500815,0.000000,89.999863,88.187492,-89.999893,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.485744,-3.501032,0.000000,90.000023,87.961449,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.479293,-3.501274,0.000000,90.000000,87.736526,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.472840,-3.501542,0.000000,90.000038,87.510612,-90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.466386,-3.501836,0.000000,90.000092,87.285095,-90.000084,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.459931,-3.502154,0.000000,90.000046,87.059952,-90.000046,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.453474,-3.502499,0.000000,90.000069,86.834053,-90.000046,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.447016,-3.502869,0.000000,89.999893,86.609619,-89.999924,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.440557,-3.503264,0.000000,90.000069,86.385727,-90.000069,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.434097,-3.503685,0.000000,90.000038,86.161148,-90.000023,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.427635,-3.504131,0.000000,89.999931,85.935432,-89.999939,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.421172,-3.504603,0.000000,89.999939,85.711205,-89.999939,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.414708,-3.505100,0.000000,89.999992,85.488457,-89.999977,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.408242,-3.505623,0.000000,90.000069,85.265419,-90.000053,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.401775,-3.506172,0.000000,90.000000,85.040024,-90.000015,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.395307,-3.506746,0.000000,90.000023,84.816887,-90.000015,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.388838,-3.507345,0.000000,90.000000,84.596619,-89.999985,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.382367,-3.507970,0.000000,89.999985,84.373779,-89.999969,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.375896,-3.508620,0.000000,90.000000,84.150108,-89.999985,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.369422,-3.509296,0.000000,90.000053,83.926392,-90.000046,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.362948,-3.509998,0.000000,90.000023,83.704742,-90.000031,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.356472,-3.510725,0.000000,90.000008,83.484459,-90.000023,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.349995,-3.511477,0.000000,90.000000,83.263206,-89.999992,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.343517,-3.512255,0.000000,90.000008,83.042236,-90.000015,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.337037,-3.513059,0.000000,90.000008,82.820671,-90.000023,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.330556,-3.513888,0.000000,89.999977,82.600258,-89.999969,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.324074,-3.514742,0.000000,90.000015,82.380424,-90.000023,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.317591,-3.515622,0.000000,90.000023,82.160454,-90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-2.311106,-3.516528,0.000000,89.999985,81.941116,-89.999992,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
